MOLECULE,Source,SMILES,meanComplexity,stdevComplexity,Votes,DESCRIPTORCOMPLEXITY_APCOMPLEX,DESCRIPTORCOMPLEXITY_TTCOMPLEX,DESCRIPTORCOMPLEXITY_UNIQUEAP,DESCRIPTORCOMPLEXITY_UNIQUETT,MOE_2D_APOL,MOE_2D_A_ACC,MOE_2D_A_ACID,MOE_2D_A_ARO,MOE_2D_A_BASE,MOE_2D_A_COUNT,MOE_2D_A_DON,MOE_2D_A_HEAVY,MOE_2D_A_HYD,MOE_2D_A_IC,MOE_2D_A_ICM,MOE_2D_A_NB,MOE_2D_A_NBR,MOE_2D_A_NC,MOE_2D_A_NCL,MOE_2D_A_NF,MOE_2D_A_NH,MOE_2D_A_NI,MOE_2D_A_NN,MOE_2D_A_NO,MOE_2D_A_NP,MOE_2D_A_NS,MOE_2D_BALABANJ,MOE_2D_BCUT_PEOE_0,MOE_2D_BCUT_PEOE_1,MOE_2D_BCUT_PEOE_2,MOE_2D_BCUT_PEOE_3,MOE_2D_BCUT_SLOGP_0,MOE_2D_BCUT_SLOGP_1,MOE_2D_BCUT_SLOGP_2,MOE_2D_BCUT_SLOGP_3,MOE_2D_BCUT_SMR_0,MOE_2D_BCUT_SMR_1,MOE_2D_BCUT_SMR_2,MOE_2D_BCUT_SMR_3,MOE_2D_BPOL,MOE_2D_B_1ROTN,MOE_2D_B_1ROTR,MOE_2D_B_AR,MOE_2D_B_COUNT,MOE_2D_B_DOUBLE,MOE_2D_B_HEAVY,MOE_2D_B_ROTN,MOE_2D_B_ROTR,MOE_2D_B_SINGLE,MOE_2D_B_TRIPLE,MOE_2D_CHI0,MOE_2D_CHI0V,MOE_2D_CHI0V_C,MOE_2D_CHI0_C,MOE_2D_CHI1,MOE_2D_CHI1V,MOE_2D_CHI1V_C,MOE_2D_CHI1_C,MOE_2D_CHIRAL,MOE_2D_CHIRAL_U,MOE_2D_DENSITY,MOE_2D_DIAMETER,MOE_2D_FCHARGE,MOE_2D_GCUT_PEOE_0,MOE_2D_GCUT_PEOE_1,MOE_2D_GCUT_PEOE_2,MOE_2D_GCUT_PEOE_3,MOE_2D_GCUT_SLOGP_0,MOE_2D_GCUT_SLOGP_1,MOE_2D_GCUT_SLOGP_2,MOE_2D_GCUT_SLOGP_3,MOE_2D_GCUT_SMR_0,MOE_2D_GCUT_SMR_1,MOE_2D_GCUT_SMR_2,MOE_2D_GCUT_SMR_3,MOE_2D_KIER1,MOE_2D_KIER2,MOE_2D_KIER3,MOE_2D_KIERA1,MOE_2D_KIERA2,MOE_2D_KIERA3,MOE_2D_KIERFLEX,MOE_2D_LIP_ACC,MOE_2D_LIP_DON,MOE_2D_LIP_DRUGLIKE,MOE_2D_LIP_VIOLATION,MOE_2D_LOGP(O/W),MOE_2D_LOGS,MOE_2D_MR,MOE_2D_MUTAGENIC,MOE_2D_NMOL,MOE_2D_OPR_BRIGID,MOE_2D_OPR_LEADLIKE,MOE_2D_OPR_NRING,MOE_2D_OPR_NROT,MOE_2D_OPR_VIOLATION,MOE_2D_PC+,MOE_2D_PC-,MOE_2D_PEOE_PC+,MOE_2D_PEOE_PC-,MOE_2D_PEOE_RPC+,MOE_2D_PEOE_RPC-,MOE_2D_PEOE_VSA+0,MOE_2D_PEOE_VSA+1,MOE_2D_PEOE_VSA+2,MOE_2D_PEOE_VSA+3,MOE_2D_PEOE_VSA+4,MOE_2D_PEOE_VSA+5,MOE_2D_PEOE_VSA+6,MOE_2D_PEOE_VSA-0,MOE_2D_PEOE_VSA-1,MOE_2D_PEOE_VSA-2,MOE_2D_PEOE_VSA-3,MOE_2D_PEOE_VSA-4,MOE_2D_PEOE_VSA-5,MOE_2D_PEOE_VSA-6,MOE_2D_PEOE_VSA_FHYD,MOE_2D_PEOE_VSA_FNEG,MOE_2D_PEOE_VSA_FPNEG,MOE_2D_PEOE_VSA_FPOL,MOE_2D_PEOE_VSA_FPOS,MOE_2D_PEOE_VSA_FPPOS,MOE_2D_PEOE_VSA_HYD,MOE_2D_PEOE_VSA_NEG,MOE_2D_PEOE_VSA_PNEG,MOE_2D_PEOE_VSA_POL,MOE_2D_PEOE_VSA_POS,MOE_2D_PEOE_VSA_PPOS,MOE_2D_PETITJEAN,MOE_2D_PETITJEANSC,MOE_2D_Q_PC+,MOE_2D_Q_PC-,MOE_2D_Q_RPC+,MOE_2D_Q_RPC-,MOE_2D_Q_VSA_FHYD,MOE_2D_Q_VSA_FNEG,MOE_2D_Q_VSA_FPNEG,MOE_2D_Q_VSA_FPOL,MOE_2D_Q_VSA_FPOS,MOE_2D_Q_VSA_FPPOS,MOE_2D_Q_VSA_HYD,MOE_2D_Q_VSA_NEG,MOE_2D_Q_VSA_PNEG,MOE_2D_Q_VSA_POL,MOE_2D_Q_VSA_POS,MOE_2D_Q_VSA_PPOS,MOE_2D_RADIUS,MOE_2D_REACTIVE,MOE_2D_RINGS,MOE_2D_RPC+,MOE_2D_RPC-,MOE_2D_RSYNTH,MOE_2D_SLOGP,MOE_2D_SLOGP_VSA0,MOE_2D_SLOGP_VSA1,MOE_2D_SLOGP_VSA2,MOE_2D_SLOGP_VSA3,MOE_2D_SLOGP_VSA4,MOE_2D_SLOGP_VSA5,MOE_2D_SLOGP_VSA6,MOE_2D_SLOGP_VSA7,MOE_2D_SLOGP_VSA8,MOE_2D_SLOGP_VSA9,MOE_2D_SMR,MOE_2D_SMR_VSA0,MOE_2D_SMR_VSA1,MOE_2D_SMR_VSA2,MOE_2D_SMR_VSA3,MOE_2D_SMR_VSA4,MOE_2D_SMR_VSA5,MOE_2D_SMR_VSA6,MOE_2D_SMR_VSA7,MOE_2D_TPSA,MOE_2D_VADJEQ,MOE_2D_VADJMA,MOE_2D_VDISTEQ,MOE_2D_VDISTMA,MOE_2D_VDW_AREA,MOE_2D_VDW_VOL,MOE_2D_VSA_ACC,MOE_2D_VSA_ACID,MOE_2D_VSA_BASE,MOE_2D_VSA_DON,MOE_2D_VSA_HYD,MOE_2D_VSA_OTHER,MOE_2D_VSA_POL,MOE_2D_WEIGHT,MOE_2D_WEINERPATH,MOE_2D_WEINERPOL,MOE_2D_ZAGREB,SP3CARBONS_CAR_ALLATOM_RATIO,SP3CARBONS_CAR_ALLCARBON_RATIO,SP3CARBONS_CAR_COUNT,SP3CARBONS_CHIRAL_ALLATOM_RATIO,SP3CARBONS_CHIRAL_ALLCARBON_RATIO,SP3CARBONS_CHIRAL_COUNT,SP3CARBONS_CSP2_ALLATOM_RATIO,SP3CARBONS_CSP2_ALLCARBON_RATIO,SP3CARBONS_CSP2_COUNT,SP3CARBONS_CSP3_ALLATOM_RATIO,SP3CARBONS_CSP3_ALLCARBON_RATIO,SP3CARBONS_CSP3_COUNT,SP3CARBONS_CSP_ALLATOM_RATIO,SP3CARBONS_CSP_ALLCARBON_RATIO,SP3CARBONS_CSP_COUNT,SP3CARBONS_TOTALATOM_COUNT,SP3CARBONS_TOTALCARBON_COUNT
264015,MDDR,C1[C@@H]2[C@@H](C(=O)N[C@@H]2CCC1)CCCN1CCN(c2cc(ccc2)Cl)CC1,1.977272727,0.583431711,44,0.47,0.58,153,31,63.912582,1,0,6,1,57,1,26,21,81.901093,1.4368613,0,0,21,1,0,31,0,3,1,0,0,1.161129,-2.8159616,-0.58354712,0.62520325,2.8529091,-3.5152233,-0.51818651,0.60739243,2.8814571,-2.5914485,-0.43529794,0.72495252,3.0994747,39.227417,5,0.1724138,6,60,1,29,5,0.1724138,53,0,17.93251,16.308981,13.319627,14.070704,12.70351,10.727922,7.5014539,8.3577385,3,3,0.79767787,15,1,-0.88256878,-0.39400905,0.057652347,3.0102751,-2.2600403,-0.33381915,0.15614745,2.9776046,-0.62954819,-0.21590751,0.14595714,3.2178397,19.322235,9,4.716269,17.19836,7.9716787,4.1628275,5.2730694,4,2,1,0,3.4030001,-3.89605,10.665435,0,1,22,1,4,8,0,0,0,1.9461944,-0.94619447,0.1567696,0.28596249,151.18454,22.536781,6.6995511,40.59901,0,33.249039,40.59901,0,29.581947,0,0,5.6825762,13.566921,0,0.72913086,0.14207603,0.056006785,0.27086911,0.85792398,0.21486233,250.60184,48.831444,19.249496,93.097549,294.86795,73.848053,0.46666667,0.875,0,0,0,0,1,0,0,0,1,0,343.69937,0,0,0,343.69937,0,8,0,4,0,0,0.46153846,2.1299,24.259378,5.2587838,27.844185,92.197891,8.8215923,0,3.5006065,70.572739,113.21043,41.905392,10.58414,26.98653,0,29.956657,7.4825754,2.7567475,183.78317,97.456673,39.148643,36.779999,0.42228913,5.8579812,3.7187338,9.0544386,343.69937,433.38797,13.566921,0,0,5.6825762,311.50037,12.949531,19.249496,376.952,1973,39,138,0.231,0.286,6,0,0,0,0.038,0.048,1,0.538,0.667,14,0,0,0,26,21
264118,MDDR,c12c(c(nnc2COC)NCCCCN2CC3CCC(C2)CC3)cc2n1CCCC2,2.707317073,0.772828269,41,0.36,0.65,158,42,73.880135,3,0,9,1,68,1,30,23,92.877487,1.3658454,0,0,24,0,0,38,0,5,1,0,0,1.0792705,-2.7756059,-0.442148,0.56709391,2.87802,-3.4891961,-0.42223296,0.59271485,2.8815956,-2.5436044,-0.34116986,0.66828519,3.0996222,48.737865,8,0.23529412,10,72,0,34,8,0.23529412,62,0,20.338287,18.588541,15.838653,16.35516,14.813994,12.255739,8.4839468,9.0824833,0,0,0.76442951,15,1,-0.88266647,-0.36853942,0.05830434,3.0504172,-2.2597392,-0.29914129,0.1266098,3.0490129,-0.62975585,-0.18622078,0.15194824,3.2582221,21.82526,10.29244,5.0101776,18.725094,8.7815275,4.2579055,5.481164,6,2,1,0,5.15453,-2.9551001,12.036291,0,1,25,0,5,16,2,0,0,2.2463944,-1.2463944,0.12787521,0.2764664,151.18454,47.224632,26.999058,68.907463,0,60.898518,0,0,0,18.842079,5.6825762,0,0,2.503756,0.83413082,0.070710093,0.006550175,0.16586919,0.92928994,0.15931901,318.84036,27.028412,2.503756,63.402275,355.2142,60.898518,0.46666667,0.875,0,0,0,0,1,0,0,0,1,0,382.24261,0,0,0,382.24261,0,8,0,5,0,0,0.53333336,3.34377,3.1243138,53.235859,10.999887,73.758316,14.335087,54.252274,0,22.360285,150.94725,41.693756,12.03244,14.124202,35.225109,8.8215923,5.513495,25.055773,226.82468,73.758316,35.383869,56.41,0.38632196,6.0874629,3.7733245,9.4850464,382.24261,489.64355,21.345835,0,0,5.6825762,344.02365,11.190562,27.028412,412.60199,2812,51,162,0.2,0.25,6,0,0,0,0,0,0,0.6,0.75,18,0,0,0,30,24
264487,MDDR,C([C@@H](CCCCCCC)C(CS)=O)(N[C@H](C(NC)=O)C(C)(C)C)=O,2.268292683,0.699281521,41,0.58,0.73,160,24,61.85696,3,0,0,0,58,2,24,15,84.975624,1.465097,0,0,18,0,0,34,0,2,3,0,1,4.8040438,-2.7179,-0.44371021,0.30768213,2.7133861,-2.8296402,-0.38350692,0.30732426,2.7951217,-2.4700119,-0.24478893,0.45412493,2.9598713,43.64304,11,0.47826087,0,57,3,23,14,0.60869563,54,0,18.750711,16.670834,13.104448,13.336499,11.183288,9.47334,6.6236091,6.8122783,2,1,0.79480886,13,0,-0.84290576,-0.39216381,-0.018091038,2.8232515,-1.163699,-0.28571451,-0.009676715,2.8320808,-0.53344774,-0.09296295,0.10579558,3.0508089,24,12.368889,9.333333,21.787348,11.17916,8.4088783,10.14851,5,2,1,0,3.493,-5.3630199,10.220576,0,1,0,1,0,12,1,0,0,1.370724,-1.370724,0.19980571,0.2149265,212.48477,0,19.993095,49.057533,0,25.899061,0,45.216946,31.384512,0,0,11.365152,40.700764,0,0.80054235,0.21349105,0.13320012,0.19945765,0.78650892,0.066257514,312.91989,83.450424,52.065914,77.964973,307.43445,25.899061,0.46153846,0.85714287,0,0,0,0,1,0,0,0,1,0,390.88489,0,0,0,390.88489,0,7,1,0,0,0,1,2.7388999,36.0215,16.205177,75.568619,17.233564,4.4107962,32.897186,0,0,159.31755,133.30406,10.11794,71.586647,0,40.432297,3.9819686,0,113.21043,33.438744,212.30836,114.07,0.40168962,5.523562,3.4448793,8.8885059,390.88489,407.99118,40.700764,0,0,11.365152,273.07687,65.742096,52.065914,358.547,1463,33,106,0,0,0,0.125,0.167,3,0.125,0.167,3,0.625,0.833,15,0,0,0,24,18
264590,MDDR,C1[C@H]2[C@H](C1C[C@]2(C(O)=O)N)C(O)=O,4.06122449,0.934774081,49,0.64,0.79,50,26,25.055929,0,4,0,1,23,0,13,6,38.822643,1.6879411,0,0,8,0,0,10,0,1,4,0,0,2.1530402,-2.7502282,-0.54757363,0.40403727,2.9807572,-3.3209517,-0.6044836,0.37858742,2.9555545,-2.5169828,-0.2282985,0.42152303,3.2037625,13.44407,2,0.14285715,0,24,2,14,2,0.14285715,22,0,9.8009653,6.9863644,4.6462646,4.8009648,5.9650497,4.2423654,3.0723152,3.1556485,4,0,0.97584099,6,-1,-0.85264796,-0.53120255,0.16294977,2.6092114,-2.2351336,-0.42678404,0.054200001,2.537622,-0.64017594,-0.19808702,0.036503222,2.8171237,9.5510206,2.7448015,1.1019284,8.2219591,2.3308582,0.9249807,1.4741708,5,3,1,0,-0.48800001,-0.38045001,4.2138023,0,1,7,1,2,2,1,0,0,1.1848534,-2.1848536,0.36966568,0.25135496,20.225574,32.725533,14.708499,0,0,0,17.742489,0,0,0,0,0,0,54.267685,0.48442551,0.38854277,0.38854277,0.51557446,0.61145723,0.1270317,67.659607,54.267685,54.267685,72.01017,85.4021,17.742489,0.5,1,0,0,0,0,1,0,0,0,1,0,139.66978,0,0,0,139.66978,0,3,0,2,0,0,0,-3.8771,118.26387,2.9280162,47.724434,0,13.232388,0,0,0,37.736813,0,3.53371,133.09113,0,46.129574,0,0,37.736813,2.9280162,0,107.9,0.64772749,4.8073549,2.3999534,7.1146226,139.66978,178.40099,54.267685,54.267685,17.742489,17.742489,38.242607,29.416998,72.01017,184.17099,223,19,74,0,0,0,0.308,0.5,4,0.154,0.25,2,0.462,0.75,6,0,0,0,13,8
264899,MDDR,N12[C@@H]([C@H]([C@H](C)O)C2=O)[C@@H](C)C(=C1C(=O)O)C[N@@]1S(c2c(c(C[N+]34CC[N+](CCCO)(CC3)CC4)ccc2C1)c1ccccc1)(=O)=O,4.447368421,0.75034618,38,0.39,0.47,399,57,101.4261,5,2,12,2,89,2,46,32,142.38567,1.599839,0,0,34,0,0,43,0,4,7,0,1,1.1118062,-2.9478567,-0.53224796,0.57659978,2.9576554,-3.1246252,-0.52033514,0.5448246,2.7926476,-2.7588234,-0.38440704,0.71419686,3.133616,65.5979,10,0.1923077,12,95,3,52,10,0.1923077,80,0,32.595284,27.285402,21.336134,22.940582,21.917887,17.828663,10.614079,12.679105,4,0,0.84399569,20,1,-0.90317523,-0.39378169,0.0593061,3.331872,-1.4899966,-0.39663786,0.005270832,3.3042669,-0.63292354,-0.20393957,0.17892706,3.5404482,34.448963,12.956573,5.7811112,30.254242,11.344868,5.0514889,7.4615302,11,2,0,2,0.035999998,-4.8190598,17.23546,0,1,33,0,7,14,4,0,0,4.237947,-3.2379467,0.07316342,0.16773605,183.99905,68.632683,24.716585,30.516994,33.249039,24.484108,121.79704,2.2085397,0,0,0,59.150364,13.566921,27.133842,0.52603465,0.17314237,0.16939563,0.47396532,0.82685763,0.30456969,310.07385,102.05967,99.851128,279.38132,487.39548,179.53018,0.5,1,0,0,0,0,1,0,0,0,1,0,589.45514,0,0,0,589.45514,0,10,0,7,0,0,0.43478259,0.79540002,93.453796,59.537354,64.815796,168.44289,15.192742,7.4930563,0,129.87344,18.868406,103.53119,16.688219,138.57947,55.413326,10.372326,22.76409,6.37115,179.24985,175.16568,73.29277,138.28,0.28277236,6.7004399,3.9753094,10.772894,589.45514,720.92902,72.717285,27.133842,0,0,451.84039,37.763638,99.851128,651.80499,7553,88,268,0.261,0.353,12,0.152,0.206,7,0.087,0.118,4,0.391,0.529,18,0,0,0,46,34
265315,MDDR,c12[C@H](c3c(CCc1cc(Cl)cc2Br)cc(Br)cn3)C1CCN(C(CC2CCN(C(CC)=O)CC2)=O)CC1,3.591836735,0.726140689,49,0.38,0.47,256,38,86.894958,3,0,12,0,71,0,37,30,114.02197,1.6059433,0,2,29,1,0,34,0,3,2,0,0,1.1988554,-2.8090112,-0.55848819,0.56894708,2.7684667,-2.8199327,-0.35168713,0.68841004,2.80604,-2.5477679,-0.30894274,0.84611118,3.0270412,47.36504,6,0.14634146,12,75,2,41,6,0.14634146,61,0,26.10372,25.246687,18.026733,19.241911,17.833738,15.477057,10.343971,11.739079,1,0,0.95815551,18,0,-0.8535583,-0.39295551,0.035878848,3.0929081,-0.96508843,-0.30682564,0.13197014,3.1648157,-0.5317989,-0.16272463,0.26688951,3.3504324,28.525877,12.668774,6.5025001,27.306227,12.112001,6.2111549,8.9387312,5,0,0,2,5.9749999,-6.8862,15.665227,0,1,29,0,5,8,3,0,0,1.6569403,-1.6569403,0.14097545,0.19300565,178.35419,47.297035,101.49753,0,25.899061,0,0,93.87532,29.581947,0,0,5.6825762,27.133842,0,0.88471824,0.30682719,0.064431638,0.11528176,0.69317281,0.050850127,450.60602,156.27368,32.816418,58.715481,353.04782,25.899061,0.5,1,0,0,0,0,1,0,0,0,1,0,509.3215,0,0,0,509.3215,0,9,0,5,0,0,1,6.7677398,0,33.551723,47.724434,73.758316,21.135065,43.847019,7.9114027,70.143913,113.21043,164.38284,15.3856,47.724434,23.034157,14.931801,20.224874,0,221.09116,84.275879,164.38284,53.509998,0.32703882,6.3575521,3.9331794,10.10613,509.3215,644.57074,32.816418,0,0,0,450.60602,25.899061,32.816418,651.87097,4646,68,200,0.297,0.379,11,0.081,0.103,3,0.054,0.069,2,0.432,0.552,16,0,0,0,37,29
266481,MDDR,C1(\C=C\C(NCC(C)C)=O)=C(C)CCCC1(C)C,1.710526316,0.722127512,38,0.57,0.85,87,23,48.065411,1,0,0,0,45,1,18,15,54.751427,1.2166984,0,0,16,0,0,27,0,1,1,0,0,2.3660703,-2.7531784,-0.15635186,0.15780425,2.6967845,-2.6882319,-0.044524357,0.19630916,2.8404906,-2.4876473,-0.017800495,0.31010833,2.9672658,31.134588,4,0.22222222,0,45,3,18,5,0.27777779,42,0,13.759149,12.468726,11.560478,12.052042,8.3262043,6.9884167,6.1807394,6.8406057,0,0,0.70327926,10,0,-0.83842176,-0.30942911,-0.072402433,2.7093935,-1.1617463,-0.1953603,-0.021883843,2.8235738,-0.52956426,-0.10167,0.006799601,2.9593132,16.055555,6.9632001,5.2674899,13.456805,5.7712874,4.3298416,4.3146162,2,1,1,0,3.5439999,-4.44595,7.6910839,0,1,7,1,1,5,0,0,0,0.57798725,-0.57798725,0.47581148,0.45946595,212.48477,15.808495,20.299505,0,0,12.949531,0,4.4170794,0,0,0,5.6825762,13.566921,0,0.88710368,0.082979806,0.067492627,0.11289631,0.9170202,0.045403674,253.00984,23.666576,19.249496,32.199028,261.5423,12.949531,0.5,1,0,0,0,0,1,0,0,0,1,0,285.20886,0,0,0,285.20886,0,5,0,1,0,0,0.27777779,3.8413999,18.01075,5.2587838,23.862217,18.439579,4.4107962,6.37115,0,35.286369,56.605217,166.63008,7.7319698,23.862217,0,22.421547,6.37115,0,91.891586,23.698362,166.63008,29.1,0.50325835,5.1699252,3.1596134,8.0196161,285.20886,315.92285,13.566921,0,0,5.6825762,253.00984,12.949531,19.249496,249.39799,672,24,86,0,0,0,0,0,0,0.278,0.312,5,0.611,0.688,11,0,0,0,18,16
266532,MDDR,c1(c(CCC(N)=O)cnc(c1O)C)CN,1.5,0.600925213,36,0.79,0.92,83,22,33.172688,3,0,6,1,31,2,15,9,49.605919,1.6001909,0,0,10,0,0,16,0,3,2,0,0,2.500726,-2.477809,-0.53585124,0.46522442,2.5032618,-3.2234888,-0.49407575,0.39304215,2.5313842,-2.2604363,-0.32258269,0.64095211,2.7414503,17.789312,4,0.26666668,6,31,1,15,4,0.26666668,24,0,11.422285,8.7858028,6.1986704,6.7151785,7.0577493,4.7975469,3.0993352,3.7103434,0,0,0.83840543,8,1,-0.85637873,-0.40318939,0.18118025,2.4510057,-2.2258327,-0.30592921,0.054200001,2.4895494,-0.64227074,-0.21142547,0.21319669,2.6774013,13.066667,5.915,3.5,9.84342,4.3571181,2.5310576,2.8592632,5,6,1,1,-1.007,0.085780002,5.7621598,0,1,6,1,1,4,1,0,0,1.8109876,-0.81098759,0.26539841,0.33120215,18.017035,74.424538,8.458519,0,0,12.949531,38.041996,0,0,17.742489,13.566921,5.6825762,13.566921,0,0.65304601,0.24973463,0.095082469,0.34695402,0.75026536,0.25187153,132.2095,50.558907,19.249496,70.24102,151.89162,50.991528,0.5,1,0,0,0,0,1,0,0,0,1,0,202.45053,0,0,0,202.45053,0,4,0,1,0,0,0.13333334,-0.47821,91.179604,22.044313,23.862217,0,9.1278973,18.868406,0,17.214357,18.868406,57.009022,5.4951301,23.862217,42.170757,32.897186,14.371325,32.897186,73.390747,5.2587838,33.326015,103.85,0.56650949,4.9068904,2.8119223,7.5135355,202.45053,231.54549,19.249496,0,17.742489,35.484978,121.1996,12.949531,68.301399,210.25699,376,21,70,0.333,0.5,5,0,0,0,0.067,0.1,1,0.267,0.4,4,0,0,0,15,10
266706,MDDR,c12c(ccc(c1)\C=C(/Sc1cc(ccc1)Cl)C(O)=O)cccc2,2,0.577350269,36,0.35,0.43,88,18,48.125515,0,2,16,0,35,0,23,20,53.794731,1.5369923,0,0,19,1,0,12,0,0,2,0,1,1.5098172,-2.2508316,-0.70145494,0.72394794,2.2003627,-2.2399929,-0.56637537,0.87627101,2.4285419,-1.8803115,-0.47112611,0.96997356,2.5945768,17.734484,4,0.16,17,37,2,25,4,0.16,18,0,16.233841,13.603338,10.428204,12.526733,11.114194,8.1640415,5.9641018,8.5656462,0,0,0.8371377,12,-1,-0.83237022,-0.46956199,0.070384666,2.3569441,-1.4897978,-0.27972761,0.24243072,2.5640795,-0.40246934,-0.19544926,0.35365406,2.7187338,17.811199,8.3927336,4.9886622,14.0765,6.5570269,3.8636057,4.0130429,2,0,1,0,6.5609999,-7.6140099,9.6155357,0,1,18,1,3,4,0,0,0,0.25614575,-1.2561457,0.307841,0.43313211,204.69676,19.228245,0,0,0,0,0,47.425484,49.342564,0,0,0,0,27.133842,0.9096747,0.25458071,0.090325281,0.090325281,0.74541926,0,273.26758,76.47641,27.133842,27.133842,223.925,0,0.5,1,0,0,0,0,1,0,0,0,1,0,300.4014,0,0,0,300.4014,0,6,0,3,0,0,1,4.3762999,42.683342,1.4640081,23.862217,0,3.185575,3.1014678,3.5006065,199.22096,17.643185,71.368187,9.4242001,66.545563,0,1.5507339,8.2369156,5.1459289,194.07503,19.107193,71.368187,40.130001,0.45137304,5.643856,3.3782649,8.7479839,300.4014,391.48398,27.133842,27.133842,0,0,258.55908,14.708499,27.133842,339.82199,1266,33,118,0.696,0.842,16,0,0,0,0.13,0.158,3,0,0,0,0,0,0,23,19
266891,MDDR,C1[C@H]([C@@]1(c1ccccc1)C(N(CC)CC)=O)CNCCC(N(c1ccccn1)CCN1CCN(c2c(cccc2)OC)CC1)=O,3.585365854,0.854703194,41,0.37,0.58,368,53,105.70565,4,0,18,2,95,0,45,33,135.56151,1.4269633,0,0,36,0,0,50,0,6,3,0,0,1.0827338,-2.7913845,-0.53175515,0.61014897,2.9049978,-3.5209525,-0.4644787,0.68637258,2.8478849,-2.5720069,-0.40899673,0.73706067,3.1242054,67.07235,17,0.34693879,18,99,2,49,17,0.34693879,79,0,31.649843,27.159134,23.068186,25.219122,22.010736,16.608351,10.753201,13.233112,2,0,0.75819296,21,2,-0.87943882,-0.37797576,0.065544702,3.0779083,-2.2601504,-0.32829064,0.14370823,2.99913,-0.63649005,-0.18749438,0.16358973,3.2895877,36.284882,18.123413,8.7840652,28.371681,14.087265,6.7991338,8.8817644,9,3,1,1,3.757,-4.6794701,18.009571,0,1,27,0,5,17,4,0,0,4.0666142,-2.0666142,0.089860141,0.15809692,185.28485,8.9080906,86.230179,112.36544,25.899061,0,101.49753,81.251015,0,0,0,5.6825762,27.133842,2.503756,0.74445993,0.18307032,0.055468898,0.25554007,0.8169297,0.20007119,474.03958,116.57119,35.320175,162.71677,520.18518,127.39659,0.47619048,0.90909094,0,0,0,0,1,0,0,0,1,0,636.75635,0,0,0,636.75635,0,11,0,5,0,0,0.84444445,1.6081001,38.383579,30.42741,47.724434,184.39578,7.5963712,35.383869,0,228.93257,37.736813,76.980125,17.779209,50.848747,48.920483,10.659424,8.4290028,5.0846677,266.66937,194.91335,102.0359,87.029999,0.27953976,6.6147099,4.2507496,10.683428,636.75635,744.44769,35.320175,0,5.6825762,5.6825762,558.66394,37.089626,41.00275,614.83496,8776,73,232,0.378,0.472,17,0.044,0.056,2,0.044,0.056,2,0.378,0.472,17,0,0,0,45,36
266966,MDDR,C(\c1ccc(S(C)(=O)=O)cc1)(c1ccc(Cl)cc1)=C(/CCO)C(=O)O,2.209302326,0.592909246,43,0.4,0.36,121,16,51.438686,3,2,12,0,41,1,25,18,68.991341,1.6827157,0,0,18,1,0,16,0,0,5,0,1,2.1201854,-2.4462373,-0.63847512,0.71222299,2.4372921,-2.4655395,-0.53807992,0.78263378,2.4809718,-2.1847246,-0.49986199,0.85431087,2.7894971,26.303312,6,0.23076923,12,42,2,26,6,0.23076923,28,0,18.61252,14.971861,10.533015,12.112519,11.7354,9.6248283,5.4962878,7.5075679,0,0,0.89863378,11,-1,-0.88750076,-0.47896352,0.077678926,2.5588038,-1.4900695,-0.42027113,0.15291816,2.65767,-0.51460218,-0.2120917,0.2274743,2.8609374,21.301775,9.2739229,5.7362962,18.387392,7.953455,4.89572,5.8497319,5,1,1,0,3.286,-4.4619899,9.7427959,0,1,13,1,2,6,0,0,0,1.4229435,-2.4229436,0.36814848,0.22489919,97.059509,35.036739,31.616989,22.058474,0,4.1846013,31.384512,6.6256189,36.094746,0,0,13.566921,0,59.150364,0.678464,0.34277028,0.21592022,0.32153597,0.65722972,0.10561576,228.49208,115.43765,72.717285,108.2864,221.34082,35.569111,0.45454547,0.83333331,0,0,0,0,1,0,0,0,1,0,336.77847,0,0,0,336.77847,0,6,0,2,0,0,1,1.49499,68.068573,49.635696,30.741484,24.111834,6.37115,36.427483,3.5006065,141.14548,18.868406,39.148643,9.2673597,114.71725,25.385227,4.7363091,13.057331,0,160.01389,22.390266,77.719086,94.5,0.41335541,5.7004399,3.2655756,9.0258532,336.77847,404.73883,59.150364,27.133842,0,0,242.83989,21.221298,72.717285,379.84,1462,39,126,0.48,0.667,12,0,0,0,0.12,0.167,3,0.12,0.167,3,0,0,0,25,18
